site,transect,survey1,survey2,survey3,survey4,survey5,survey6,precip1,precip2,precip3,precip4,precip5,precip6,Lat,Long,tpi_100,solar,twi_10,elev,Slope,Aspect,temp1,temp2,temp3,temp4,temp5,temp6,RH1,RH2,RH3,RH4,RH5,RH6,rain1,rain2,rain3,rain4,rain5,rain6,veg1,veg2,veg3,veg4,veg5,veg6,ground1,ground2,ground3,ground4,ground5,ground6,trail,day1,day2,day3,day4,day5,day6,canopy,litdepth,gcover,DCON1,DCON2,DCON3,DCON4,DCON5,DCON6,DIMI1,DIMI2,DIMI3,DIMI4,DIMI5,DIMI6,DMON1,DMON2,DMON3,DMON4,DMON5,DMON6,DOCO1,DOCO2,DOCO3,DOCO4,DOCO5,DOCO6,DQUA1,DQUA2,DQUA3,DQUA4,DQUA5,DQUA6,DSAN1,DSAN2,DSAN3,DSAN4,DSAN5,DSAN6,DWRI1,DWRI2,DWRI3,DWRI4,DWRI5,DWRI6,EWIL1,EWIL2,EWIL3,EWIL4,EWIL5,EWIL6,GPOR1,GPOR2,GPOR3,GPOR4,GPOR5,GPOR6,NVIR1,NVIR2,NVIR3,NVIR4,NVIR5,NVIR6,PGLU1,PGLU2,PGLU3,PGLU4,PGLU5,PGLU6,PJOR1,PJOR2,PJOR3,PJOR4,PJOR5,PJOR6,PSER1,PSER2,PSER3,PSER4,PSER5,PSER6,PTEY1,PTEY2,PTEY3,PTEY4,PTEY5,PTEY6
11,11-1,48,37,14,3,26,18,0,4.105921268,1.89874506,9.306706429,9.429364204,6.210677624,35.59420900000,-83.39191500000,-1.99890136719,136,-5.32816743851,1060.22143555000,20.24600982670,34.65067291260,16.8,19,17.9,20,20,20.2,90.3,83.7,85.2,85.3,86.7,80.7,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,41075,41076,41078,41099,41104,41108,92.083308,24.8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,37,14,3,26,18,0,0,0,0,0,0,0,0,0,0,0,0
11,11-2,27,16,12,3,19,26,0,4.105921268,1.89874506,9.306706429,9.429364204,6.210677624,35.59414900000,-83.39192900000,-2.73449707031,135,-5.75296783447,1062.66320801000,20.43400383000,33.49232864380,16.8,19,17.9,20,20,20.2,90.3,83.7,85.2,85.3,86.7,80.7,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,41075,41076,41078,41099,41104,41108,92.499976,28.6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,12,3,19,26,0,0,0,0,0,0,0,0,0,0,0,0
11,11-3,25,34,15,4,39,42,0,4.105921268,1.89874506,9.306706429,9.429364204,6.210677624,35.59408200000,-83.39190700000,-2.73449707031,135,-5.75296783447,1062.66320801000,20.43400383000,33.49232864380,16.8,19,17.9,20,20,20.2,90.3,83.7,85.2,85.3,86.7,80.7,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,41075,41076,41078,41099,41104,41108,92.083308,29,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,15,4,39,42,0,0,0,0,0,0,1,0,0,0,0,0
11,11-4,36,39,NA,NA,NA,NA,0,4.105921268,1.89874506,9.306706429,9.429364204,6.210677624,35.59412100000,-83.39197600000,-1.66674804688,153,-5.26926946640,1064.65979004000,19.72898292540,46.71785354610,16.8,19,NA,NA,NA,NA,90.3,83.7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,41075,41076,NA,NA,NA,NA,92.291642,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13-1,17,34,13,27,17,18,0.042315282,4.050824642,0.24111706,2.706008911,2.438315868,0.365175694,35.59890500000,-83.40175000000,2.93322753906,163,-8.37204742432,1120.20129395000,10.75210094450,43.09163665770,16.1,17.1,17.5,17.3,17.7,18.7,92.2,90.4,87.6,93.3,91.4,75,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,1,1,0,41075,41076,41080,41082,41105,41107,92.15275267,23.6,55,0,0,0,0,0,0,2,4,0,3,6,0,0,0,0,0,0,0,1,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,15,1,20,6,7,17,23,5,45,13,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,13,27,17,18,0,0,0,0,0,0,0,0,0,0,0,0
13,13-2,19,18,8,17,19,12,0.042315282,4.050824642,0.24111706,2.706008911,2.438315868,0.365175694,35.59889300000,-83.40189700000,1.91906738281,141,-8.93608951569,1122.12109375000,11.87416934970,31.77056694030,16.1,17.1,17.5,17.3,17.7,18.7,92.2,90.4,87.6,93.3,91.4,75,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,1,1,0,41075,41076,41080,41082,41105,41107,91.52775067,33.2,90,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,19,7,2,15,9,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,8,17,19,12,0,0,0,0,0,0,0,0,0,0,0,0
13,13-3,17,24,11,14,24,19,0.042315282,4.050824642,0.24111706,2.706008911,2.438315868,0.365175694,35.59889100000,-83.40194500000,1.39135742188,116,-7.13843679428,1123.02197266000,10.28072738650,20.14128494260,16.1,17.1,17.5,17.3,17.7,18.7,92.2,90.4,87.6,93.3,91.4,75,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,1,1,0,41075,41076,41080,41082,41105,41107,91.66664,34.6,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,19,6,1,6,5,1,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,11,14,24,19,0,0,0,0,0,0,0,0,0,0,0,0
13,13-4,18,23,NA,NA,NA,NA,0.042315282,4.050824642,0.24111706,2.706008911,2.438315868,0.365175694,35.59879800000,-83.40200900000,1.68127441406,128,-7.75587558746,1124.74523926000,10.27728271480,23.71225738530,16.1,17.1,NA,NA,NA,NA,92.2,90.4,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,41075,41076,NA,NA,NA,NA,91.18052733,31,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14-1,2,5,3,8,6,NA,0.149175718,3.073748827,5.787787914,18.86442375,4.581250191,NA,35.60006500000,-83.40852300000,0.66186523438,186,-6.14012527466,1168.26477051000,9.41928768158,66.76662445070,15.8,17.1,19.3,18.7,21.2,NA,93.3,92.5,82.8,97.2,84,NA,0,0,0,1,0,NA,1,0,0,2,0,NA,1,1,0,2,0,NA,0,41075,41077,41099,41103,41109,NA,92.70831,31.8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14-2,0,4,2,2,8,NA,0.149175718,3.073748827,5.787787914,18.86442375,4.581250191,NA,35.60011000000,-83.40849200000,1.27783203125,179,-6.26678419113,1166.08215332000,9.63388442993,55.03125762940,15.8,17.1,19.3,18.7,21.2,NA,93.3,92.5,82.8,97.2,84,NA,0,0,0,1,0,NA,1,0,0,2,0,NA,1,1,0,2,0,NA,0,41075,41077,41099,41103,41109,NA,91.38886133,32.4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14-3,6,6,3,1,14,NA,0.149175718,3.073748827,5.787787914,18.86442375,4.581250191,NA,35.60014300000,-83.40840500000,1.75964355469,179,-6.18700408936,1165.00915527000,10.22611618040,56.81217193600,15.8,17.1,19.3,18.7,21.2,NA,93.3,92.5,82.8,97.2,84,NA,0,0,0,1,0,NA,1,0,1,2,0,NA,1,1,1,2,0,NA,0,41075,41077,41099,41103,41109,NA,91.11108267,32,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14-4,4,NA,NA,NA,NA,NA,0.149175718,3.073748827,5.787787914,18.86442375,4.581250191,NA,35.60020100000,-83.40827100000,1.53369140625,179,-6.60242605209,1162.15307617000,13.65826129910,56.33535003660,15.8,NA,NA,NA,NA,NA,93.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,41075,NA,NA,NA,NA,NA,90.27774667,31,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15-1,17,8,15,19,14,NA,0.242159933,1.777582884,1.689893723,2.614491463,7.757434368,NA,35.58895800000,-83.39888500000,-5.59020996094,133,-6.25868463516,1384.86828613000,25.34674453740,30.22396659850,15.1,16.5,17.5,18.4,20.5,NA,88.6,86.3,87.6,91.2,78.1,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,1,1,NA,0,41075,41078,41082,41105,41108,NA,91.59719533,35.2,90,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,15,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15-2,8,7,13,20,16,NA,0.242159933,1.777582884,1.689893723,2.614491463,7.757434368,NA,35.58902400000,-83.39894600000,-4.56604003906,152,-6.27368640900,1383.45898438000,26.23933601380,38.26852416990,15.1,16.5,17.5,18.4,20.5,NA,88.6,86.3,87.6,91.2,78.1,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,1,1,NA,0,41075,41078,41082,41105,41108,NA,90.62497,33,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15-3,2,3,11,16,16,NA,0.242159933,1.777582884,1.689893723,2.614491463,7.757434368,NA,35.58915700000,-83.39902600000,-3.98596191406,167,-8.87306118011,1382.03100586000,24.74469757080,46.22357177730,15.1,16.5,17.5,18.4,20.5,NA,88.6,86.3,87.6,91.2,78.1,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,1,1,NA,0,41075,41078,41082,41105,41108,NA,90.55552533,27.8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,11,16,16,0,0,0,0,0,0,0,0,2,1,1,1,0
15,15-4,5,NA,NA,NA,NA,NA,0.242159933,1.777582884,1.689893723,2.614491463,7.757434368,NA,35.58920900000,-83.39900200000,-3.07177734375,176,-4.97677564621,1379.41296387000,22.28522872920,56.08697509770,15.1,NA,NA,NA,NA,NA,88.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,41075,NA,NA,NA,NA,NA,91.73608467,26.8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16-1,4,1,8,4,7,NA,0.23259306,1.834355831,18.18037605,2.501591921,6.439949036,NA,35.58503900000,-83.39873500000,3.76342773438,15,-9.54014492035,1416.83300781000,19.75044631960,237.86787414600,14.9,16,16.5,19.1,20.5,NA,92.1,89.5,86.9,86.4,74.8,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,1,1,NA,0,41075,41078,41101,41105,41108,NA,91.874974,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16-2,6,4,5,2,6,NA,0.23259306,1.834355831,18.18037605,2.501591921,6.439949036,NA,35.58502900000,-83.39882400000,2.12634277344,15,-9.62836742401,1414.16455078000,20.94294929500,235.68237304700,14.9,16,16.5,19.1,20.5,NA,92.1,89.5,86.9,86.4,74.8,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,1,1,NA,0,41075,41078,41101,41105,41108,NA,92.56942067,37.2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,0,2,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16-3,3,6,2,8,6,NA,0.23259306,1.834355831,18.18037605,2.501591921,6.439949036,NA,35.58507900000,-83.39885600000,2.12634277344,15,-9.62836742401,1414.16455078000,20.94294929500,235.68237304700,14.9,16,16.5,19.1,20.5,NA,92.1,89.5,86.9,86.4,74.8,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,1,1,NA,0,41075,41078,41101,41105,41108,NA,93.26386733,36.4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16-4,3,5,2,5,6,NA,0.23259306,1.834355831,18.18037605,2.501591921,6.439949036,NA,35.58500800000,-83.39902700000,0.34753417969,15,-9.47689437866,1408.68737793000,22.39719581600,233.84788513200,14.9,16,16.5,19.1,20.5,NA,92.1,89.5,86.9,86.4,74.8,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,1,1,NA,0,41075,41078,41101,41105,41108,NA,93.61109067,41.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16-5,2,4,8,3,9,NA,0.23259306,1.834355831,18.18037605,2.501591921,6.439949036,NA,35.58532300000,-83.39860700000,8.32714843750,162,-9.56902122498,1420.69738770000,14.88048172000,43.73939514160,14.9,16,16.5,19.1,20.5,NA,92.1,89.5,86.9,86.4,74.8,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,1,1,NA,0,41075,41078,41101,41105,41108,NA,91.31941667,16.6,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16-6,1,0,4,1,4,NA,0.23259306,1.834355831,18.18037605,2.501591921,6.439949036,NA,35.58512600000,-83.39851400000,10.26770019530,171,-9.23781108856,1421.87414551000,12.04038620000,88.18830871580,14.9,16,16.5,19.1,20.5,NA,92.1,89.5,86.9,86.4,74.8,NA,0,0,0,0,0,NA,1,0,1,1,0,NA,1,0,1,1,1,NA,0,41075,41078,41101,41105,41108,NA,90.34719133,18.2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
